X,Y,DataZone,OBJECTID,Name,TotPop2011,ResPop2011,HHCnt2011,Easting,Northing,SIMD2020v2_Rank,deciles
-2.07982903480452,57.1315914118752,S01006633,"128",Torry East - 03,"699","699","288","395267","804524",657,"1"
-2.07413605761966,57.1346401974391,S01006634,"129",Torry East - 04,"634","634","291","395612","804863",417,"1"
-2.09127489000485,57.1648654024982,S01006667,"162",Seaton - 02,"741","737","447","394579","808229",552,"1"
-2.1238797126932,57.1697335233315,S01006684,"179",Woodside - 04,"684","684","401","392608","808774",268,"1"
-2.15932673911499,57.1683107056843,S01006724,"219",Northfield - 06,"1005","1005","343","390464","808620",616,"1"
-1.77826551013877,57.5067508744655,S01007086,"581",Peterhead Harbour - 06,"1132","1118","573","413386","846307",633,"1"
-2.01817564386146,57.6930396135324,S01007126,"621",Fraserburgh Harbour and Broadsea - 02,"927","919","399","399016","867025",569,"1"
-2.58537392079219,56.5574859885738,S01007186,"681",Arbroath Harbour - 03,"593","593","327","364117","740767",239,"1"
-2.58366981417003,56.5683197066923,S01007199,"694",Arbroath Warddykes - 03,"804","804","306","364232","741972",351,"1"
-5.46598721076382,56.4084674179195,S01007295,"790",Oban South - 07,"520","520","307","186261","729418",609,"1"
-5.0621497584414,55.8369258337611,S01007345,"840",Rothesay Town - 02,"595","595","315","208342","664654",597,"1"
-5.05757767717158,55.8360688015347,S01007346,"841",Rothesay Town - 03,"543","533","351","208624","664546",558,"1"
-4.92495301258698,55.9531972371708,S01007366,"861",Dunoon - 01,"465","465","276","217478","677217",189,"1"
-4.93507897029764,55.9551045687385,S01007368,"863",Dunoon - 03,"541","541","233","216855","677456",695,"1"
-4.71218922881474,56.0028289364004,S01007399,"894",Helensburgh East - 02,"642","642","324","230975","682197",294,"1"
-3.84221472010035,56.1332972804281,S01007411,"906",Tullibody South - 03,"895","895","437","285603","694927",553,"1"
-3.82469817397261,56.1351568549756,S01007416,"911",Tullibody North and Glenochil - 02,"595","595","223","286697","695105",464,"1"
-3.78488904679227,56.1199681226358,S01007461,"956",Alloa South and East - 01,"680","680","372","289127","693350",141,"1"
-3.78029169835222,56.1137712556485,S01007463,"958",Alloa South and East - 03,"988","988","377","289395","692653",140,"1"
-3.78501056860479,56.1118250613326,S01007464,"959",Alloa South and East - 04,"686","686","313","289096","692444",514,"1"
-3.78898434677399,56.1090807210335,S01007465,"960",Alloa South and East - 05,"785","785","380","288841","692145",6,"1"
-3.79242269151705,56.1138563171159,S01007466,"961",Alloa South and East - 06,"984","984","581","288641","692682",221,"1"
-5.03517355829337,54.9009810169432,S01007485,"980",Stranraer West - 05,"481","481","219","205488","560469",81,"1"
-5.03109289721791,54.9021078493717,S01007486,"981",Stranraer West - 06,"540","540","255","205755","560583",152,"1"
-5.02534330928237,54.9026198501841,S01007487,"982",Stranraer East - 01,"903","893","498","206126","560624",691,"1"
-3.98778746259827,55.3798332361476,S01007554,"1049",Upper Nithsdale - 03,"435","435","221","274151","611338",478,"1"
-3.64091463640636,55.0858400939985,S01007575,"1070",Lochside and Lincluden - 02,"860","854","452","295357","578052",542,"1"
-3.63684299582225,55.0824348301511,S01007576,"1071",Lochside and Lincluden - 03,"718","718","344","295608","577667",188,"1"
-3.63507360532744,55.07784817726,S01007577,"1072",Lochside and Lincluden - 04,"688","688","296","295709","577154",455,"1"
-3.6331542742059,55.0822596793186,S01007578,"1073",Lochside and Lincluden - 05,"692","692","332","295843","577642",470,"1"
-3.63346952515869,55.08691979735,S01007579,"1074",Lochside and Lincluden - 06,"663","663","298","295835","578161",651,"1"
-3.61919622760554,55.0741329098921,S01007583,"1078",Summerville - 02,"1056","1048","519","296713","576717",373,"1"
-3.60763172899169,55.0681478782508,S01007612,"1107",Dumfries Central - 04,"1044","1037","609","297436","576034",392,"1"
-2.98970394356834,56.463264750736,S01007701,"1196",City Centre - 01,"535","535","318","339113","730565",93,"1"
-2.97393885947033,56.4655367902332,S01007704,"1199",City Centre - 04,"907","907","517","340088","730804",284,"1"
-2.95130290469997,56.4676802999336,S01007708,"1203",Docks and Wellgate - 02,"644","644","357","341486","731023",594,"1"
-2.97387536715992,56.4693916400609,S01007715,"1210",Hilltown - 02,"516","516","267","340098","731233",432,"1"
-2.9759447646476,56.4690698784683,S01007716,"1211",Hilltown - 03,"1041","967","598","339970","731199",513,"1"
-2.97592469950631,56.4720798848265,S01007717,"1212",Hilltown - 04,"1003","997","567","339976","731534",234,"1"
-2.979788924357,56.4746279944997,S01007718,"1213",Hilltown - 05,"689","689","467","339742","731821",530,"1"
-2.96357936139301,56.4755905964633,S01007722,"1217",The Glens - 03,"840","840","548","340742","731914",344,"1"
-2.96891238274039,56.4765463384947,S01007723,"1218",The Glens - 04,"952","952","604","340415","732025",233,"1"
-2.96863556078808,56.4726941072617,S01007724,"1219",The Glens - 05,"648","643","358","340426","731596",181,"1"
-2.97522884518819,56.4759577416846,S01007725,"1220",The Glens - 06,"773","773","498","340025","731965",352,"1"
-2.96371515893159,56.4726246470006,S01007726,"1221",Stobswell - 01,"786","786","453","340729","731584",496,"1"
-2.96223686856457,56.468736868444,S01007727,"1222",Stobswell - 02,"1023","1007","591","340814","731150",582,"1"
-2.91900732584392,56.4785792931813,S01007744,"1239",Douglas West - 02,"766","766","403","343492","732209",357,"1"
-2.90704201973117,56.4813085929902,S01007748,"1243",Douglas West - 06,"704","704","369","344233","732503",259,"1"
-2.90341867046139,56.4777861897107,S01007754,"1249",Douglas East - 02,"884","884","414","344451","732108",557,"1"
-2.90143286877626,56.4803072266399,S01007755,"1250",Douglas East - 03,"877","877","417","344577","732387",434,"1"
-2.91340392981511,56.4899587915611,S01007782,"1277",Whitfield - 01,"499","499","239","343854","733471",663,"1"
-2.92278547486873,56.4864035512751,S01007783,"1278",Whitfield - 02,"782","782","405","343271","733083",261,"1"
-2.93147213521929,56.4896718531485,S01007785,"1280",Whitfield - 04,"603","603","276","342741","733454",213,"1"
-2.92835641341779,56.4930912393661,S01007788,"1283",Whitfield - 07,"708","708","268","342938","733832",366,"1"
-2.92641191922146,56.4939412966585,S01007789,"1284",Whitfield - 08,"624","624","231","343059","733925",487,"1"
-2.93482259311582,56.4944981687661,S01007790,"1285",Whitfield - 09,"895","895","330","342542","733994",145,"1"
-2.93978671447779,56.4876865426074,S01007793,"1288",Fintry - 03,"959","959","457","342226","733240",573,"1"
-2.95568373791175,56.4882749055727,S01007797,"1292",Fintry - 07,"522","522","258","341248","733319",144,"1"
-2.94242889206614,56.484216532987,S01007800,"1295",Linlathen and Midcraigie - 01,"956","913","365","342058","732856",194,"1"
-2.94161305437694,56.4807816920026,S01007801,"1296",Linlathen and Midcraigie - 02,"973","833","388","342103","732473",10,"1"
-2.93076655066106,56.4794350144937,S01007803,"1298",Linlathen and Midcraigie - 04,"1087","1087","524","342769","732314",115,"1"
-2.93198548227167,56.4808094649934,S01007804,"1299",Linlathen and Midcraigie - 05,"627","627","259","342696","732468",197,"1"
-2.93470201159612,56.4823343585866,S01007805,"1300",Linlathen and Midcraigie - 06,"520","520","207","342531","732640",544,"1"
-2.98917274740966,56.4889918223935,S01007810,"1305",Caird Park - 04,"883","883","369","339187","733428",390,"1"
-2.97928003127426,56.4901573769977,S01007812,"1307",Kirkton - 02,"850","850","328","339798","733549",61,"1"
-3.00307562141714,56.4761311356559,S01007826,"1321",Fairmuir - 04,"598","573","260","338310","732009",378,"1"
-3.04078679155754,56.4695679130703,S01007842,"1337",Menzieshill - 04,"770","770","391","335976","731313",245,"1"
-3.04819121947701,56.4667294560294,S01007844,"1339",Menzieshill - 06,"935","935","520","335515","731004",526,"1"
-3.03094891850974,56.4742949032766,S01007845,"1340",Charleston - 01,"903","903","427","336590","731830",380,"1"
-3.03897896834551,56.4752791682,S01007847,"1342",Charleston - 03,"917","917","437","336097","731947",551,"1"
-3.03597007103688,56.4720968767685,S01007848,"1343",Charleston - 04,"819","819","447","336277","731590",375,"1"
-3.02295150337002,56.4793293911118,S01007850,"1345",Lochee - 01,"754","754","293","337091","732383",556,"1"
-3.01274918925241,56.4778766043731,S01007852,"1347",Lochee - 03,"667","667","356","337717","732212",327,"1"
-3.00720470075604,56.4714437151557,S01007853,"1348",Lochee - 04,"660","660","413","338048","731491",25,"1"
-3.01461555195177,56.4711678673267,S01007854,"1349",Lochee - 05,"1125","1075","548","337591","731467",334,"1"
-3.01321248456619,56.4733356209963,S01007855,"1350",Lochee - 06,"501","501","310","337681","731707",416,"1"
-3.00923378574566,56.4885518498996,S01007859,"1354",Ardler and St Marys - 03,"528","528","246","337951","733397",435,"1"
-3.01473548924496,56.4944996476775,S01007863,"1358",Ardler and St Marys - 07,"895","895","441","337622","734064",276,"1"
-4.39797492457546,55.3088718658343,S01007871,"1366",Doon Valley South - 02,"669","669","285","247894","604262",158,"1"
-4.39541091794285,55.3133894587396,S01007872,"1367",Doon Valley South - 03,"705","705","322","248074","604759",40,"1"
-4.49657399095351,55.3549931149916,S01007879,"1374",Doon Valley North - 05,"764","764","320","241821","609613",679,"1"
-4.32609406476125,55.501977729238,S01007885,"1380",Mauchline Rural - 05,"730","730","345","253174","625592",229,"1"
-4.08192777297601,55.5178773552347,S01007902,"1397",Cumnock Rural - 06,"883","883","394","268647","626872",291,"1"
-4.1778283273106,55.3893663741769,S01007905,"1400",New Cumnock - 01,"687","687","292","262145","612759",585,"1"
-4.17558208840349,55.3913027854177,S01007906,"1401",New Cumnock - 02,"724","724","382","262294","612970",687,"1"
-4.25996942660833,55.4503048528276,S01007913,"1408",Cumnock South and Craigens - 05,"616","616","304","257163","619705",631,"1"
-4.28698895545693,55.4739621494102,S01007921,"1416",Auchinleck - 01,"932","922","422","255541","622393",525,"1"
-4.29014381840939,55.4732470226924,S01007922,"1417",Auchinleck - 02,"867","867","386","255339","622320",606,"1"
-4.34437826326102,55.6051686202373,S01007948,"1443",Newmilns - 04,"660","660","304","252407","637112",504,"1"
-4.38315856300636,55.6016705174832,S01007952,"1447",Galston - 04,"617","617","357","249951","636806",583,"1"
-4.39447181358053,55.5971538492332,S01007954,"1449",Galston - 06,"728","728","324","249221","636328",666,"1"
-4.49975553020334,55.5825937035887,S01007963,"1458",Shortlees - 02,"1003","1003","408","242530","634942",22,"1"
-4.4958062689227,55.5886244308593,S01007965,"1460",Shortlees - 04,"576","576","256","242803","635604",538,"1"
-4.49237903279286,55.5881369372116,S01007966,"1461",Shortlees - 05,"977","977","418","243017","635542",459,"1"
-4.4910468755405,55.5856473355058,S01007967,"1462",Shortlees - 06,"639","639","245","243091","635262",545,"1"
-4.4918920069401,55.6047390579858,S01007976,"1471",Kilmarnock South Central and Caprington - 04,"703","703","456","243114","637388",572,"1"
-4.50161595106846,55.6282786407807,S01008001,"1496",Altonhill North and Onthank - 03,"858","858","372","242596","640029",88,"1"
-4.50022239413488,55.624361295366,S01008002,"1497",Altonhill North and Onthank - 04,"781","781","330","242668","639590",202,"1"
-4.50508712920306,55.6226800450783,S01008006,"1501","Altonhill South, Longpark and Hillhead - 02","579","579","248","242355","639414",72,"1"
-4.50122316594193,55.6218691385294,S01008007,"1502","Altonhill South, Longpark and Hillhead - 03","430","430","208","242595","639315",31,"1"
-4.4955027399513,55.6220846108194,S01008008,"1503","Altonhill South, Longpark and Hillhead - 04","645","645","267","242956","639326",541,"1"
-4.49449546681352,55.6184829058475,S01008009,"1504","Altonhill South, Longpark and Hillhead - 05","785","785","373","243005","638923",460,"1"
-4.49603676619622,55.6144967422675,S01008011,"1506","Altonhill South, Longpark and Hillhead - 07","657","657","455","242892","638483",136,"1"
-4.14547102949182,55.9412123429657,S01008137,"1632",Hillhead - 02,"911","900","414","266094","674098",199,"1"
-4.13696461463979,55.9391135078744,S01008139,"1634",Hillhead - 04,"875","875","393","266618","673848",637,"1"
-4.19652106746148,55.9728724619563,S01008159,"1654",Lennoxtown - 02,"989","987","461","263018","677721",625,"1"
-2.97802343795614,55.9620069059834,S01008203,"1698",IZ07 - 07,"556","556","283","339041","674765",688,"1"
-2.94542529675235,55.9449202510544,S01008221,"1716",IZ10 - 04,"718","718","309","341050","672835",660,"1"
-4.39941239078189,55.7994360101299,S01008315,"1810","Dunterlie, East Arthurlie and Dovecothall - 07","748","748","450","249689","658845",520,"1"
-4.3838253567669,55.8083405792522,S01008316,"1811","Dunterlie, East Arthurlie and Dovecothall - 08","598","598","265","250700","659802",220,"1"
-3.28205632357411,55.9120799351315,S01008451,"1946",Clovenstone and Wester Hailes - 03,"699","699","325","319958","669519",315,"1"
-3.2790377540364,55.9127223448272,S01008452,"1947",Clovenstone and Wester Hailes - 04,"631","631","271","320148","669587",477,"1"
-3.29473087875736,55.9193872509703,S01008456,"1951",The Calders - 03,"973","973","528","319181","670347",288,"1"
-3.28404351435713,55.9165339698569,S01008459,"1954",Murrayburn and Wester Hailes North - 01,"741","741","393","319843","670017",437,"1"
-3.27987886302025,55.9188237111074,S01008460,"1955",Murrayburn and Wester Hailes North - 02,"805","805","368","320108","670267",241,"1"
-3.27562487018424,55.9184096101378,S01008461,"1956",Murrayburn and Wester Hailes North - 03,"914","914","450","320373","670216",322,"1"
-3.27488005426558,55.9171683454898,S01008462,"1957",Murrayburn and Wester Hailes North - 04,"564","564","349","320417","670077",251,"1"
-3.27344332139319,55.9211727675633,S01008463,"1958",Murrayburn and Wester Hailes North - 05,"670","670","355","320515","670521",335,"1"
-3.22483131752228,55.9070555566976,S01008530,"2025",Oxgangs - 02,"724","724","369","323525","668895",596,"1"
-3.13919943558014,55.9052451351738,S01008562,"2057",Hyvots and Gilmerton - 04,"675","675","344","328875","668602",528,"1"
-3.13912402023169,55.9173849919488,S01008569,"2064",Moredun and Craigour - 01,"640","640","400","328902","669953",26,"1"
-3.14369567588174,55.9313417368064,S01008703,"2198",Craigmillar - 03,"972","961","456","328642","671511",462,"1"
-3.12502187057014,55.9342723101781,S01008706,"2201",Niddrie - 01,"577","577","243","329814","671818",485,"1"
-3.12557536862512,55.9312841302564,S01008707,"2202",Niddrie - 02,"862","862","387","329774","671486",173,"1"
-3.12220808766033,55.9288618942257,S01008708,"2203",Niddrie - 03,"928","859","452","329980","671213",164,"1"
-3.12191305641732,55.9358102210829,S01008710,"2205",Niddrie - 05,"494","494","208","330011","671986",393,"1"
-3.11638770788404,55.9351596100629,S01008711,"2206",Niddrie - 06,"706","706","353","330355","671908",664,"1"
-3.12251449919958,55.93888670358,S01008712,"2207","Bingham, Magdalene and The Christians - 01","1143","1038","499","329979","672329",90,"1"
-3.1118600746297,55.941373517036,S01008713,"2208","Bingham, Magdalene and The Christians - 02","635","635","292","330649","672595",248,"1"
-3.14137422608096,55.9595950716903,S01008752,"2247",Restalrig (Loganlea) and Craigentinny West - 02,"787","787","459","328839","674653",318,"1"
-3.15699629819367,55.9613721534326,S01008757,"2252",Restalrig and Lochend - 02,"638","638","397","327867","674867",110,"1"
-3.15109828357597,55.9645003416059,S01008759,"2254",Restalrig and Lochend - 04,"564","564","322","328241","675209",656,"1"
-3.15560608516844,55.9652488416496,S01008760,"2255",Restalrig and Lochend - 05,"949","941","500","327961","675297",285,"1"
-3.17373404709525,55.9740268070824,S01008787,"2282",Great Junction Street - 03,"374","374","200","326846","676293",11,"1"
-3.22865267835896,55.9782447444552,S01008918,"2413",Granton South and Wardieburn - 03,"584","584","293","323427","676822",411,"1"
-3.22758074669119,55.9798188544082,S01008919,"2414",Granton South and Wardieburn - 04,"544","544","264","323497","676996",303,"1"
-3.23365459427774,55.9777994114202,S01008921,"2416",Granton and Royston Mains - 02,"755","755","375","323114","676778",355,"1"
-3.26193276067084,55.9731639881137,S01008929,"2424",Muirhouse - 01,"762","762","475","321340","676294",29,"1"
-3.25814564839308,55.9705251898608,S01008930,"2425",Muirhouse - 02,"913","913","427","321571","675996",228,"1"
-3.26181981001649,55.969696870502,S01008933,"2428",Muirhouse - 05,"686","686","289","321340","675908",681,"1"
-3.91933707906497,56.0239174067556,S01009053,"2548",Dunipace - 04,"532","532","259","280472","682886",266,"1"
-3.77811059402926,56.0186495371953,S01009126,"2621",Falkirk - Bainsford and Langlees - 01,"592","579","281","289258","682064",39,"1"
-3.77869476726291,56.0208876511831,S01009127,"2622",Falkirk - Bainsford and Langlees - 02,"626","626","269","289228","682314",382,"1"
-3.79059113920034,56.0172195436785,S01009128,"2623",Falkirk - Bainsford and Langlees - 03,"806","806","467","288476","681925",176,"1"
-3.7870033674177,56.0194374101762,S01009129,"2624",Falkirk - Bainsford and Langlees - 04,"486","486","205","288706","682166",563,"1"
-3.77728814218742,56.0077340573041,S01009143,"2638",Falkirk - Middlefield - 01,"600","600","312","289278","680848",476,"1"
-3.82125863850926,56.0017355734591,S01009159,"2654",Falkirk - Camelon East - 01,"511","511","250","286519","680252",170,"1"
-3.77307584435777,55.9858408702746,S01009178,"2673",Hallglen and Glen Village - 02,"743","743","320","289478","678405",665,"1"
-3.69776735289073,55.9730718028627,S01009203,"2698",Maddiston and Rumford - 05,"633","633","269","294141","676866",452,"1"
-3.72429709407283,56.0164661290042,S01009228,"2723",Grangemouth - Town Centre - 02,"602","602","313","292606","681736",425,"1"
-3.71312658277634,56.0062160086899,S01009232,"2727",Grangemouth - Kersiebank - 01,"581","581","309","293274","680578",438,"1"
-3.70973110745682,56.008500661907,S01009234,"2729",Grangemouth - Kersiebank - 03,"1021","1021","476","293492","680827",536,"1"
-3.72003767586243,56.0087077719349,S01009240,"2735",Grangemouth - Bowhouse - 03,"672","672","387","292850","680866",274,"1"
-3.44394516135082,56.0797317733822,S01009302,"2797",Headwell East,"845","845","450","310229","688376",280,"1"
-3.42117906114232,56.0736795662789,S01009336,"2831",Touch,"658","655","318","311632","687673",442,"1"
-3.42693839340875,56.0673771772627,S01009339,"2834",Abbeyview North,"853","853","391","311259","686979",519,"1"
-3.32383654920875,56.1569767418063,S01009429,"2924",Lochore Central,"704","704","341","317869","696823",694,"1"
-3.32347576139482,56.1647438648811,S01009432,"2927",Ballingry East,"817","809","321","317908","697687",698,"1"
-3.33251251726776,56.1620320397147,S01009435,"2930",Ballingry West,"774","774","347","317341","697396",246,"1"
-3.30660152884294,56.1292339392312,S01009446,"2941",Lochgelly East,"904","878","471","318881","693715",492,"1"
-3.33199281576548,56.1200314188437,S01009450,"2945",Lumphinnans,"601","596","307","317283","692721",440,"1"
-3.31627019426309,56.1226259722197,S01009451,"2946",Lochgelly South West,"1020","1014","427","318266","692991",632,"1"
-3.2423810462316,56.0589851542495,S01009460,"2955",Burntisland Docks,"856","854","399","322732","685823",400,"1"
-3.16055087820513,56.1040970247999,S01009471,"2966",Linktown East,"659","659","414","327912","690755",78,"1"
-3.16580933231019,56.1004085291486,S01009473,"2968",Linktown Central,"902","902","464","327578","690350",522,"1"
-3.33906783751609,56.1074653633093,S01009489,"2984",Cowdenbeath South East,"816","775","389","316816","691331",653,"1"
-3.1817746830278,56.1230157919201,S01009504,"2999",Kirkcaldy Valley West,"695","695","314","326628","692883",646,"1"
-3.18022313787367,56.125402665339,S01009505,"3000",Templehall,"817","817","355","326729","693147",480,"1"
-3.18001756820295,56.1281450297624,S01009506,"3001",Templehall North Eastern,"735","735","348","326747","693452",469,"1"
-3.1589740144495,56.1217045326218,S01009524,"3019",Pathhead North West,"675","668","341","328043","692713",624,"1"
-3.14051508397989,56.1284534260684,S01009534,"3029",Sinclairtown Central,"856","856","427","329203","693445",69,"1"
-3.13934665489416,56.1313753439099,S01009535,"3030",Gallatown West,"630","629","297","329281","693769",187,"1"
-3.13634645799397,56.1278449395204,S01009540,"3035",Sinclairtown North,"815","815","459","329461","693373",584,"1"
-3.05992657509625,56.1662789191093,S01009542,"3037",East Wemyss McDuff,"753","753","380","334277","697575",463,"1"
-3.1971103874408,56.1998251831878,S01009557,"3052",Macedonia North,"675","675","300","325823","701448",372,"1"
-3.20235025027668,56.197815607116,S01009559,"3054",Macedonia West,"857","857","374","325494","701230",642,"1"
-3.20405097525585,56.1924259520965,S01009560,"3055",Tanshall Central,"748","748","351","325378","700632",568,"1"
-3.17644843175883,56.1935361271561,S01009571,"3066",Auchmuty North West,"686","686","297","327093","700726",627,"1"
-3.16990157781462,56.1928704373549,S01009572,"3067",Auchmuty West,"1030","1030","499","327498","700645",667,"1"
-3.18283832190204,56.212137183218,S01009597,"3092",Collydean South,"875","875","361","326732","702803",610,"1"
-3.18206346759496,56.2142021579059,S01009598,"3093",Collydean North,"664","664","303","326784","703032",456,"1"
-3.16652496467532,56.2074581931057,S01009600,"3095",Cadham,"634","634","330","327735","702265",577,"1"
-3.03688360598166,56.1699066362299,S01009622,"3117",Buckhaven South,"729","729","394","335714","697957",7,"1"
-3.02705318225281,56.1889646106397,S01009626,"3121",Methil Trees East,"601","601","231","336356","700069",328,"1"
-3.01317375226814,56.1844520154529,S01009631,"3126",Lower Methil,"677","677","406","337210","699554",211,"1"
-3.01801815235193,56.1848704319353,S01009632,"3127",Methil Memorial Park,"558","558","306","336910","699605",171,"1"
-3.02659385627006,56.1862460425536,S01009633,"3128",Methil Savoy,"756","755","297","336380","699766",148,"1"
-3.01480098347124,56.1887244002504,S01009636,"3131",Aberhill,"904","904","521","337116","700031",107,"1"
-3.02017885515164,56.1897942372332,S01009638,"3133",Methil Kirkland,"781","781","292","336784","700155",332,"1"
-2.99735866264833,56.2008341193751,S01009640,"3135",Scoonie South,"586","586","363","338218","701363",305,"1"
-3.00134131943719,56.2008917684535,S01009647,"3142",Leven North,"595","562","318","337971","701373",359,"1"
-3.04176644320956,56.2092640908878,S01009656,"3151",Kennoway East,"728","728","387","335477","702342",314,"1"
-4.32997448582327,55.8093370395617,S01009759,"3254",Darnley East - 02,"934","927","417","254078","659798",161,"1"
-4.34745282778606,55.8202480542589,S01009775,"3270",Nitshill - 01,"802","797","359","253024","661049",126,"1"
-4.36576909112439,55.8153402546195,S01009776,"3271",Nitshill - 02,"720","659","307","251858","660542",109,"1"
-4.34981945758104,55.8155472615348,S01009777,"3272",Nitshill - 03,"482","482","266","252858","660531",422,"1"
-4.35618104459363,55.8133134164886,S01009778,"3273",Nitshill - 04,"822","822","415","252451","660296",231,"1"
-4.3656736082269,55.8140298929035,S01009779,"3274",Nitshill - 05,"557","551","290","251859","660396",350,"1"
-4.34342999423582,55.816001752374,S01009780,"3275",Nitshill - 06,"608","608","219","253260","660568",74,"1"
-4.34847485928221,55.8176041540831,S01009781,"3276",Nitshill - 07,"548","548","224","252950","660757",570,"1"
-4.34460048127267,55.8144964814043,S01009783,"3278",Nitshill - 09,"741","741","310","253181","660403",299,"1"
-4.35710375527573,55.8201263366641,S01009784,"3279",Crookston South - 01,"756","749","309","252419","661056",232,"1"
-4.35485790448175,55.8178325852358,S01009785,"3280",Crookston South - 02,"801","801","339","252551","660796",444,"1"
-4.35179238924259,55.825494786093,S01009786,"3281",Crookston South - 03,"963","925","425","252772","661642",191,"1"
-4.35027585896506,55.821263651994,S01009787,"3282",Crookston South - 04,"867","867","366","252851","661168",123,"1"
-4.34651823530146,55.8296489536258,S01009791,"3286",Crookston North - 04,"664","661","281","253118","662093",629,"1"
-4.34153619779437,55.8346960787997,S01009799,"3294",Pollok North and East - 01,"848","834","363","253449","662644",150,"1"
-4.34577852529549,55.835397152834,S01009801,"3296",Pollok North and East - 03,"894","894","344","253186","662731",601,"1"
-4.35838568093379,55.8333944677487,S01009803,"3298",Pollok North and East - 05,"801","801","371","252389","662535",579,"1"
-4.34344195967485,55.8523023993541,S01009810,"3305",Cardonald North - 01,"855","855","453","253396","664607",593,"1"
-4.33926774348639,55.8474476762477,S01009813,"3308",Cardonald North - 04,"769","769","335","253639","664058",345,"1"
-4.36608784499522,55.8474020585974,S01009828,"3323",Penilee - 07,"767","767","394","251960","664110",165,"1"
-4.33287307675952,55.8545704437579,S01009835,"3330",Drumoyne and Shieldhall - 03,"526","526","258","254066","664837",605,"1"
-4.33514810237137,55.8584008977695,S01009837,"3332",Drumoyne and Shieldhall - 05,"689","652","368","253938","665268",677,"1"
-4.33030639844731,55.8629415883202,S01009839,"3334",Drumoyne and Shieldhall - 07,"974","974","615","254258","665763",379,"1"
-4.32207069795166,55.8577677864334,S01009842,"3337",Govan and Linthouse - 02,"671","662","332","254754","665170",281,"1"
-4.31694824679929,55.8605696590445,S01009843,"3338",Govan and Linthouse - 03,"640","640","310","255085","665471",43,"1"
-4.3154392923812,55.8631415399426,S01009844,"3339",Govan and Linthouse - 04,"573","573","361","255189","665754",97,"1"
-4.32139029479422,55.8608274035723,S01009846,"3341",Govan and Linthouse - 06,"862","862","461","254808","665509",674,"1"
-4.32692404441141,55.8544854514454,S01009848,"3343",Craigton - 01,"866","866","383","254438","664815",684,"1"
-4.30287172024906,55.8595308991183,S01009859,"3354",Ibrox - 01,"1038","1038","580","255962","665326",185,"1"
-4.30879028421215,55.8625924888372,S01009860,"3355",Ibrox - 02,"920","920","503","255603","665679",79,"1"
-4.30463622059384,55.8569454031645,S01009861,"3356",Ibrox - 03,"1103","1024","524","255842","665042",394,"1"
-4.29848698262843,55.8534745067237,S01009862,"3357",Ibrox East and Cessnock - 01,"1109","1007","607","256214","664643",401,"1"
-4.25967761219603,55.8369650476289,S01009887,"3382",Govanhill West - 01,"976","976","490","258583","662726",511,"1"
-4.25860070249713,55.8396001572381,S01009892,"3387",Govanhill West - 06,"796","781","468","258660","663017",441,"1"
-4.25561882934165,55.8347208469505,S01009894,"3389",Govanhill East and Aikenhead - 01,"823","823","476","258829","662468",467,"1"
-4.25509245512973,55.8374896193287,S01009895,"3390",Govanhill East and Aikenhead - 02,"724","717","408","258872","662775",247,"1"
-4.25168041346494,55.8386935503515,S01009896,"3391",Govanhill East and Aikenhead - 03,"968","959","470","259090","662902",587,"1"
-4.25174505341289,55.8362208492856,S01009898,"3393",Govanhill East and Aikenhead - 05,"626","611","259","259077","662627",685,"1"
-4.29442370290037,55.8270912164724,S01009935,"3430",Pollokshaws - 03,"544","544","386","256371","661699",111,"1"
-4.30520121535435,55.8192590867558,S01009938,"3433",Pollokshaws - 06,"938","938","570","255667","660850",654,"1"
-4.32265829515945,55.8135109059014,S01009939,"3434",Carnwadric West - 01,"901","901","521","254552","660247",65,"1"
-4.32618852909971,55.8108826987826,S01009940,"3435",Carnwadric West - 02,"837","837","438","254321","659962",66,"1"
-4.31506179420548,55.8108411030253,S01009942,"3437",Carnwadric West - 04,"1022","1022","486","255018","659934",483,"1"
-4.32006124052975,55.808760575677,S01009943,"3438",Carnwadric West - 05,"841","841","424","254697","659713",163,"1"
-4.29737818720208,55.8168081926444,S01009948,"3443",Newlands - 01,"812","812","431","256148","660561",369,"1"
-4.24532715951237,55.8071652152249,S01009970,"3465",Carmunnock South - 02,"946","946","476","259374","659381",337,"1"
-4.24900838302029,55.7996023394048,S01009971,"3466",Carmunnock South - 03,"1093","1093","488","259116","658547",431,"1"
-4.24160865751895,55.802442799724,S01009974,"3469",Glenwood South - 02,"615","615","294","259590","658848",283,"1"
-4.23626648581089,55.799439470646,S01009975,"3470",Glenwood South - 03,"800","800","398","259914","658503",15,"1"
-4.23333113293293,55.8019554314352,S01009976,"3471",Glenwood South - 04,"490","490","255","260107","658777",38,"1"
-4.23555709191579,55.8026519239058,S01009977,"3472",Glenwood South - 05,"926","926","555","259970","658859",27,"1"
-4.21857751980782,55.8031843479834,S01009978,"3473",Glenwood South - 06,"1019","1019","444","261036","658884",166,"1"
-4.23024005715056,55.7992434265999,S01009979,"3474",Glenwood South - 07,"584","481","258","260291","658469",138,"1"
-4.23187677922374,55.8069339444048,S01009980,"3475",Glenwood North - 01,"645","567","250","260216","659328",56,"1"
-4.22402886877488,55.8086759893481,S01009981,"3476",Glenwood North - 02,"694","694","303","260714","659506",256,"1"
-4.2178456143228,55.8116367145835,S01009982,"3477",Glenwood North - 03,"1030","1030","428","261112","659823",614,"1"
